comparison	n	r	p	spearman_rho	spearman_p	target	family	roi	roi_safe	quantity	behavior_variable	q_fdr_roi_behavior_corr
reg_vmPFC_mOFC:beta_down~passive_mean_rating_raw	33	0.07552737562323669	0.6761372729606472	0.02005347593582888	0.9118006826466462	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	passive_mean_rating_raw	0.945469419235208
reg_vmPFC_mOFC:beta_down~passive_sensory_slope_z	33	-0.33165588567740134	0.05936007912016314	-0.24097593582887702	0.17671732441599358	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	passive_sensory_slope_z	0.5379507170264785
reg_vmPFC_mOFC:beta_down~passive_withinrun_slope_z	33	0.17950102233194704	0.31753123434634795	0.23128342245989308	0.19530819771687935	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	passive_withinrun_slope_z	0.8690646790382126
reg_vmPFC_mOFC:beta_down~passive_acrossrun_slope_z	33	-0.0876878850099638	0.6275046086088033	0.04578877005347594	0.8002475072362791	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	passive_acrossrun_slope_z	0.9261253393891258
reg_vmPFC_mOFC:beta_down~success_asymmetry_z_up_minus_down	33	-0.4116826359051792	0.017294478002728108	-0.35995989304812837	0.03962589120625222	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	success_asymmetry_z_up_minus_down	0.341994468674926
reg_vmPFC_mOFC:beta_down~success_asymmetry_raw_up_minus_down	33	-0.2918308854976707	0.09937434904517334	-0.26871657754010697	0.13050680217858426	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	success_asymmetry_raw_up_minus_down	0.6283990792250501
reg_vmPFC_mOFC:beta_down~mean_reg_success_z	33	0.08804790161482126	0.6260867490900106	0.0554812834224599	0.7591000300292163	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	mean_reg_success_z	0.9261253393891258
reg_vmPFC_mOFC:beta_down~mean_reg_success_raw	33	0.025967728531425427	0.8859384689385275	0.032754010695187165	0.8564062242139914	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	mean_reg_success_raw	0.9769132539604398
reg_vmPFC_mOFC:beta_down~task_separation_prediction_error_z_up_minus_down	33	0.08804790161482123	0.6260867490900106	0.0554812834224599	0.7591000300292163	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	task_separation_prediction_error_z_up_minus_down	0.9261253393891258
reg_vmPFC_mOFC:beta_down~task_separation_rating_z_up_minus_down	33	0.08271576914608918	0.647218350334035	0.01838235294117647	0.9191255525351129	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	task_separation_rating_z_up_minus_down	0.9317753068865052
reg_vmPFC_mOFC:beta_down~task_separation_rating_raw_up_minus_down	33	0.021624757268297868	0.9049199210869425	0.015040106951871657	0.9337942947887252	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	beta_down	task_separation_rating_raw_up_minus_down	0.9810346808045358
reg_vmPFC_mOFC:up_minus_down~up_first	33	-0.007791148202121345	0.9656763709738604	0.04457483695949317	0.8054408238731845	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	up_first	0.9979372219601731
reg_vmPFC_mOFC:up_minus_down~prediction_error_raw_down	33	0.17660555454127372	0.32552887754827536	0.021056149732620322	0.9074091398127873	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	prediction_error_raw_down	0.9252499982936994
reg_vmPFC_mOFC:up_minus_down~prediction_error_raw_up	33	-0.011733933365798022	0.9483257943535823	-0.08990641711229946	0.6187883027440202	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	prediction_error_raw_up	0.9979372219601731
reg_vmPFC_mOFC:up_minus_down~prediction_error_z_down	33	0.3084597387054487	0.0807215179051666	0.22459893048128346	0.20889773707277667	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	prediction_error_z_down	0.7151331669439693
reg_vmPFC_mOFC:up_minus_down~prediction_error_z_up	33	-0.03995319849245893	0.825285585384491	-0.07419786096256685	0.6815375957464214	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	prediction_error_z_up	0.9955278339313592
reg_vmPFC_mOFC:up_minus_down~rating_raw_down	33	-0.11470398359478605	0.5250237973511388	-0.10461229946524064	0.5623370757961761	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	rating_raw_down	0.9392303680681467
reg_vmPFC_mOFC:up_minus_down~rating_raw_up	33	-0.23794439131531822	0.18239181926684236	-0.2573529411764706	0.14821658381521285	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	rating_raw_up	0.7997214427500698
reg_vmPFC_mOFC:up_minus_down~rating_z_subject_down	33	0.3134463954287031	0.07569141162787904	0.22326203208556153	0.21169188843516784	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	rating_z_subject_down	0.7151331669439693
reg_vmPFC_mOFC:up_minus_down~rating_z_subject_up	33	-0.07076541133137257	0.6955511247359839	-0.11463903743315508	0.5252600175737376	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	rating_z_subject_up	0.9710346738462586
reg_vmPFC_mOFC:up_minus_down~reg_success_raw_down	33	-0.17660555454127372	0.32552887754827536	-0.021056149732620322	0.9074091398127873	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	reg_success_raw_down	0.9252499982936994
reg_vmPFC_mOFC:up_minus_down~reg_success_raw_up	33	-0.011733933365798022	0.9483257943535823	-0.08990641711229946	0.6187883027440202	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	reg_success_raw_up	0.9979372219601731
reg_vmPFC_mOFC:up_minus_down~reg_success_z_down	33	-0.3084597387054487	0.0807215179051666	-0.22459893048128346	0.20889773707277667	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	reg_success_z_down	0.7151331669439693
reg_vmPFC_mOFC:up_minus_down~reg_success_z_up	33	-0.03995319849245893	0.825285585384491	-0.07419786096256685	0.6815375957464214	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	reg_success_z_up	0.9955278339313592
reg_vmPFC_mOFC:up_minus_down~temperature_raw_down	33	0.0397717815906295	0.8260668217211375	0.11139159858487586	0.5371370176961971	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	temperature_raw_down	0.9955278339313592
reg_vmPFC_mOFC:up_minus_down~temperature_raw_up	33	-0.007432967323715783	0.9672534613233743	-0.018565266430812643	0.9183234768541815	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	temperature_raw_up	0.9979372219601731
reg_vmPFC_mOFC:up_minus_down~temperature_z_subject_down	33	0.057166067106524575	0.7520099198669593	0.09853612557313361	0.5853741238546435	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	temperature_z_subject_down	0.9782624842034805
reg_vmPFC_mOFC:up_minus_down~temperature_z_subject_up	33	0.009135483565473362	0.9597583739629959	0.03890627667512509	0.8297961907079137	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	temperature_z_subject_up	0.9979372219601731
reg_vmPFC_mOFC:up_minus_down~passive_mean_rating_z	33	-0.2149126245923655	0.22972328407445994	-0.1644385026737968	0.360480205447817	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	passive_mean_rating_z	0.8170566052928323
reg_vmPFC_mOFC:up_minus_down~passive_mean_rating_raw	33	-0.28589587591449794	0.10676851026075532	-0.2660427807486631	0.1345260478126546	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	passive_mean_rating_raw	0.7543202903047012
reg_vmPFC_mOFC:up_minus_down~passive_sensory_slope_z	33	-0.06972596963107267	0.6998146442547174	-0.034090909090909095	0.8506095583620601	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	passive_sensory_slope_z	0.9710346738462586
reg_vmPFC_mOFC:up_minus_down~passive_withinrun_slope_z	33	-0.11112070092049552	0.5381335486016673	-0.18883689839572196	0.2925868224174906	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	passive_withinrun_slope_z	0.9392303680681467
reg_vmPFC_mOFC:up_minus_down~passive_acrossrun_slope_z	33	-0.07024456766159379	0.6976863559388267	-0.06885026737967914	0.7034135481112493	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	passive_acrossrun_slope_z	0.9710346738462586
reg_vmPFC_mOFC:up_minus_down~success_asymmetry_z_up_minus_down	33	0.2021656777338429	0.25920501091438464	0.1463903743315508	0.4162660637821015	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	success_asymmetry_z_up_minus_down	0.8773355396211021
reg_vmPFC_mOFC:up_minus_down~success_asymmetry_raw_up_minus_down	33	0.12171621024294695	0.49982715744295686	0.04512032085561497	0.8031061703437151	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	success_asymmetry_raw_up_minus_down	0.9392303680681467
reg_vmPFC_mOFC:up_minus_down~mean_reg_success_z	33	-0.21598848343898033	0.2273433766301886	-0.19451871657754014	0.2780360639635026	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	mean_reg_success_z	0.8170566052928323
reg_vmPFC_mOFC:up_minus_down~mean_reg_success_raw	33	-0.10998893562609066	0.5423064034490379	-0.10962566844919787	0.5436490247460217	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	mean_reg_success_raw	0.9392303680681467
reg_vmPFC_mOFC:up_minus_down~task_separation_prediction_error_z_up_minus_down	33	-0.21598848343898033	0.2273433766301886	-0.19451871657754014	0.2780360639635026	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	task_separation_prediction_error_z_up_minus_down	0.8170566052928323
reg_vmPFC_mOFC:up_minus_down~task_separation_rating_z_up_minus_down	33	-0.22231644962197125	0.21368361510040693	-0.20120320855614976	0.2615277423575991	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	task_separation_rating_z_up_minus_down	0.8170566052928323
reg_vmPFC_mOFC:up_minus_down~task_separation_rating_raw_up_minus_down	33	-0.11686300441860488	0.5172006163042203	-0.13135026737967917	0.46623318914674183	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_down	task_separation_rating_raw_up_minus_down	0.9392303680681467
reg_vmPFC_mOFC:up_minus_passive~up_first	33	-0.12878802746208803	0.4750495317420322	-0.18466718168932883	0.3035687485275896	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	up_first	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~prediction_error_raw_down	33	0.09170509882657354	0.6117586874352865	0.14338235294117646	0.4260114292954966	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	prediction_error_raw_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~prediction_error_raw_up	33	-0.17057048456735616	0.3425946604656922	-0.2964572192513369	0.09388518276866462	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	prediction_error_raw_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~prediction_error_z_down	33	0.15201218237941622	0.3983920910982498	0.2149064171122995	0.2297370643322871	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	prediction_error_z_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~prediction_error_z_up	33	-0.21426364590601188	0.23116700675258048	-0.304812834224599	0.08456068367432246	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	prediction_error_z_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~rating_raw_down	33	-0.10159114962504029	0.5737393079795051	0.026069518716577544	0.8854942873628043	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	rating_raw_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~rating_raw_up	33	-0.2941803862403152	0.09655702401827469	-0.3325534759358289	0.05863351102827307	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	rating_raw_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~rating_z_subject_down	33	0.19805372564443205	0.26922375549023214	0.29979946524064177	0.0900656480866544	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	rating_z_subject_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~rating_z_subject_up	33	-0.2285337063158134	0.20082171011427827	-0.3462566844919786	0.048388666587664	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	rating_z_subject_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~reg_success_raw_down	33	-0.09170509882657354	0.6117586874352865	-0.14338235294117646	0.4260114292954966	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	reg_success_raw_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~reg_success_raw_up	33	-0.17057048456735616	0.3425946604656922	-0.2964572192513369	0.09388518276866462	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	reg_success_raw_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~reg_success_z_down	33	-0.15201218237941622	0.3983920910982498	-0.2149064171122995	0.2297370643322871	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	reg_success_z_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~reg_success_z_up	33	-0.21426364590601188	0.23116700675258048	-0.304812834224599	0.08456068367432246	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	reg_success_z_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~temperature_raw_down	33	0.020337975421102446	0.9105543567802664	0.0	1.0	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	temperature_raw_down	0.9966237294727416
reg_vmPFC_mOFC:up_minus_passive~temperature_raw_up	33	0.067913355481643	0.707271012622553	0.14852213144650114	0.40943604910330755	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	temperature_raw_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~temperature_z_subject_down	33	0.036238282356539975	0.8413149169290114	0.19499780639735917	0.2768309510731814	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	temperature_z_subject_down	0.9966237294727416
reg_vmPFC_mOFC:up_minus_passive~temperature_z_subject_up	33	0.10191076548180669	0.5725281234578423	0.30243145735463905	0.08714237821831347	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	temperature_z_subject_up	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~passive_mean_rating_z	33	0.04190680307676626	0.8168833383074179	0.07219251336898397	0.6897124203111333	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	passive_mean_rating_z	0.9966237294727416
reg_vmPFC_mOFC:up_minus_passive~passive_mean_rating_raw	33	-0.21645681832297137	0.22631261148183635	-0.11530748663101605	0.5228312294083539	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	passive_mean_rating_raw	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~passive_sensory_slope_z	33	-0.3081719104785178	0.08101954030478549	-0.10461229946524064	0.5623370757961761	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	passive_sensory_slope_z	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~passive_withinrun_slope_z	33	-0.030271283350820556	0.8671904364205469	-0.018716577540106954	0.9176600372964949	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	passive_withinrun_slope_z	0.9966237294727416
reg_vmPFC_mOFC:up_minus_passive~passive_acrossrun_slope_z	33	-0.2123526446093321	0.2354537681966218	-0.11029411764705883	0.5411796789505693	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	passive_acrossrun_slope_z	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~success_asymmetry_z_up_minus_down	33	-0.062100431954187754	0.7313606346410086	-0.08689839572192513	0.6306184434927522	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	success_asymmetry_z_up_minus_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~success_asymmetry_raw_up_minus_down	33	-0.08198418633484063	0.6501393525538469	-0.11363636363636365	0.5289134599467652	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	success_asymmetry_raw_up_minus_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~mean_reg_success_z	33	-0.23650053518078654	0.18513912059197485	-0.3516042780748663	0.04480134830619103	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	mean_reg_success_z	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~mean_reg_success_raw	33	-0.16923017263477622	0.3464571903595421	-0.2740641711229947	0.1227350928334315	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	mean_reg_success_raw	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~task_separation_prediction_error_z_up_minus_down	33	-0.2365005351807865	0.18513912059197485	-0.3516042780748663	0.04480134830619103	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	task_separation_prediction_error_z_up_minus_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~task_separation_rating_z_up_minus_down	33	-0.25279056431843705	0.15579666811338855	-0.3950534759358289	0.022885060334635582	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	task_separation_rating_z_up_minus_down	0.9891529274736299
reg_vmPFC_mOFC:up_minus_passive~task_separation_rating_raw_up_minus_down	33	-0.18558856276200547	0.3011199604582031	-0.3542780748663102	0.04308940824934935	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	up_minus_passive	task_separation_rating_raw_up_minus_down	0.9891529274736299
reg_vmPFC_mOFC:down_minus_passive~up_first	33	-0.14317956246422825	0.42667294756613844	-0.20377068324339734	0.2553619435946043	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	up_first	0.8652808027565045
reg_vmPFC_mOFC:down_minus_passive~prediction_error_raw_down	33	-0.14740638650151	0.4130028873034555	0.07252673796791445	0.6883475263707606	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	prediction_error_raw_down	0.8464370128480714
reg_vmPFC_mOFC:down_minus_passive~prediction_error_raw_up	33	-0.1875681530079366	0.2959011622057276	-0.0855614973262032	0.6359055472641292	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	prediction_error_raw_up	0.8020503119855175
reg_vmPFC_mOFC:down_minus_passive~prediction_error_z_down	33	-0.26725208110748616	0.13269711232781523	-0.18883689839572196	0.2925868224174906	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	prediction_error_z_down	0.614560358130733
reg_vmPFC_mOFC:down_minus_passive~prediction_error_z_up	33	-0.19886046754016032	0.2672384921239418	-0.10494652406417114	0.5610820888748043	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	prediction_error_z_up	0.7848656158974617
reg_vmPFC_mOFC:down_minus_passive~rating_raw_down	33	0.0453068787549435	0.8023080906295254	0.09525401069518717	0.5979885206977005	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	rating_raw_down	0.9708983721615162
reg_vmPFC_mOFC:down_minus_passive~rating_raw_up	33	-0.006133957169767619	0.9729740539733172	0.007687165775401069	0.9661341984993728	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	rating_raw_up	0.990911183662069
reg_vmPFC_mOFC:down_minus_passive~rating_z_subject_down	33	-0.21927457140458764	0.2201778991677516	-0.06985294117647059	0.699293354344076	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	rating_z_subject_down	0.7297324658131196
reg_vmPFC_mOFC:down_minus_passive~rating_z_subject_up	33	-0.1710671468519501	0.3411700448283074	-0.08455882352941177	0.6398825011079129	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	rating_z_subject_up	0.8224085731247452
reg_vmPFC_mOFC:down_minus_passive~reg_success_raw_down	33	0.14740638650151	0.4130028873034555	-0.07252673796791445	0.6883475263707606	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	reg_success_raw_down	0.8464370128480714
reg_vmPFC_mOFC:down_minus_passive~reg_success_raw_up	33	-0.1875681530079366	0.2959011622057276	-0.0855614973262032	0.6359055472641292	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	reg_success_raw_up	0.8020503119855175
reg_vmPFC_mOFC:down_minus_passive~reg_success_z_down	33	0.26725208110748616	0.13269711232781523	0.18883689839572196	0.2925868224174906	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	reg_success_z_down	0.614560358130733
reg_vmPFC_mOFC:down_minus_passive~reg_success_z_up	33	-0.19886046754016032	0.2672384921239418	-0.10494652406417114	0.5610820888748043	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	reg_success_z_up	0.7848656158974617
reg_vmPFC_mOFC:down_minus_passive~temperature_raw_down	33	-0.0335730199823671	0.85285418331429	-0.037130532861625286	0.837459020964223	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	temperature_raw_down	0.9708983721615162
reg_vmPFC_mOFC:down_minus_passive~temperature_raw_up	33	0.09232691861979958	0.6093363319590918	0.07426106572325057	0.6812805118089984	value_vmPFC_mOFC	value	reg_vmPFC_mOFC	reg_vmPFC_mOFC	down_minus_passive	temperature_raw_up	0.9433731188421601
